KO_code	Transcripts
K03637	4.0
K03637	4.0
K17686	3.0
K17686	3.0
K03631	2.0
K03631	2.0
K03630	11.0
K03630	11.0
K00180	70.0
K00180	70.0
K11105	2.0
K11105	2.0
K16962	9.0
K16962	9.0
K03149	0.0
K03149	0.0
K03148	0.0
K03148	0.0
K03639	4.0
K03639	4.0
K06162	0.0
K06162	0.0
K06163	0.0
K06163	0.0
K10112	5.0
K10112	5.0
K07001	10.0
K07001	10.0
K06166	0.0
K06166	0.0
K06167	7.0
K06167	7.0
K02313	7.0
K02313	7.0
K06165	0.0
K06165	0.0
K06283	12.0
K06283	12.0
K03147	1.0
K03147	1.0
K06168	1.0
K06168	1.0
K12942	0.0
K12942	0.0
K06287	17.0
K06287	17.0
K08483	17.0
K08483	17.0
K00260	320.0
K00260	320.0
K00266	127.0
K00266	127.0
K02341	5.0
K02341	5.0
K05845	4.0
K05845	4.0
K05847	2.0
K05847	2.0
K04083	3.0
K04083	3.0
K02016	2.0
K02016	2.0
K00971	3.0
K00971	3.0
K03531	60.0
K03531	60.0
K02017	1.0
K02017	1.0
K01992	31.0
K01992	31.0
K01990	58.5
K01990	58.5
K02112	29.0
K02112	29.0
K06436	16.0
K06436	16.0
K11755	3.0
K11755	3.0
K04749	7.0
K04749	7.0
K01515	15.0
K01515	15.0
K01783	18.0
K01783	18.0
K01104	7.0
K01104	7.0
K11753	7.0
K11753	7.0
K06967	1.0
K06967	1.0
K05592	10.0
K05592	10.0
K00868	4.0
K00868	4.0
K03737	243.0
K03737	243.0
K02010	3.0
K02010	3.0
K00680	1.0
K00680	1.0
K07139	2.0
K07139	2.0
K02111	19.0
K02111	19.0
K01681	2.0
K01681	2.0
K01295	7.0
K01295	7.0
K13626	32.0
K13626	32.0
K01297	1.0
K01297	1.0
K03977	11.0
K03977	11.0
K01193	0.0
K01193	0.0
K05601	1.0
K05601	1.0
K01126	2.0
K01126	2.0
K02314	18.0
K02314	18.0
K02823	2.0
K02823	2.0
K01198	2.0
K01198	2.0
K14540	3.0
K14540	3.0
K14231	5.0
K14231	5.0
K00215	27.0
K00215	27.0
K01035	2.0
K01035	2.0
K01034	2.0
K01034	2.0
K04517	1.0
K04517	1.0
K00655	11.0
K00655	11.0
K06164	0.0
K06164	0.0
K02030	6.0
K02030	6.0
K02031	1.0
K02031	1.0
K02032	3.0
K02032	3.0
K02033	116.0
K02033	116.0
K02034	107.0
K02034	107.0
K02035	254.0
K02035	254.0
K03625	2.0
K03625	2.0
K02037	0.0
K02037	0.0
K01585	1.0
K01585	1.0
K07090	4.0
K07090	4.0
K16961	10.0
K16961	10.0
K00602	42.0
K00602	42.0
K07095	24.0
K07095	24.0
K00604	6.0
K00604	6.0
K00606	4.0
K00606	4.0
K07099	0.0
K07099	0.0
K07098	8.0
K07098	8.0
K01420	12.0
K01420	12.0
K00532	18.0
K00532	18.0
K00919	5.0
K00919	5.0
K01588	3.0
K01588	3.0
K03553	14.0
K03553	14.0
K01425	11.0
K01425	11.0
K07560	5.0
K07560	5.0
K10974	12.0
K10974	12.0
K02011	0.0
K02011	0.0
K07568	2.0
K07568	2.0
K14665	0.0
K14665	0.0
K13652	1.0
K13652	1.0
K02050	3.0
K02050	3.0
K01449	8.0
K01449	8.0
K11198	1.0
K11198	1.0
K01463	1.0
K01463	1.0
K14534	80.0
K14534	80.0
K07391	1.0
K07391	1.0
K01761	0.0
K01761	0.0
K07646	4.0
K07646	4.0
K03594	15.0
K03594	15.0
K03595	14.0
K03595	14.0
K03596	6.0
K03596	6.0
K01042	1.0
K01042	1.0
K03458	3.0
K03458	3.0
K02519	21.0
K02519	21.0
K02518	26.0
K02518	26.0
K00974	1.0
K00974	1.0
K02108	24.0
K02108	24.0
K03980	2.0
K03980	2.0
K11175	6.0
K11175	6.0
K01734	26.0
K01734	26.0
K06518	1.0
K06518	1.0
K01733	3.0
K01733	3.0
K01639	33.0
K01639	33.0
K15023	94.0
K15023	94.0
K01921	2.0
K01921	2.0
K12267	13.0
K12267	13.0
K01633	7.0
K01633	7.0
K01926	44.0
K01926	44.0
K01738	2.0
K01738	2.0
K15024	76.0
K15024	76.0
K07024	13.0
K07024	13.0
K07025	3.0
K07025	3.0
K07027	3.0
K07027	3.0
K03856	2.0
K03856	2.0
K00043	70.0
K00043	70.0
K00042	2.0
K00042	2.0
K05833	3.0
K05833	3.0
K07533	10.0
K07533	10.0
K03521	384.0
K03521	384.0
K02422	33.0
K02422	33.0
K03210	23.0
K03210	23.0
K02420	6.0
K02420	6.0
K06412	171.0
K06412	171.0
K06941	2.0
K06941	2.0
K03527	8.0
K03527	8.0
K03526	3.0
K03526	3.0
K03529	9.0
K03529	9.0
K12573	6.0
K12573	6.0
K06949	2.0
K06949	2.0
K07141	1.0
K07141	1.0
K00925	40.0
K00925	40.0
K07467	5.0
K07467	5.0
K03778	157.0
K03778	157.0
K07460	0.0
K07460	0.0
K06015	5.0
K06015	5.0
K08998	8.0
K08998	8.0
K09761	4.0
K09761	4.0
K02358	205.0
K02358	205.0
K01814	1.0
K01814	1.0
K05808	123.0
K05808	123.0
K01811	3.0
K01811	3.0
K02217	72.0
K02217	72.0
K06042	3.0
K06042	3.0
K02355	64.0
K02355	64.0
K02357	19.0
K02357	19.0
K02356	33.0
K02356	33.0
K06958	6.0
K06958	6.0
K13275	2.0
K13275	2.0
K00134	38.0
K00134	38.0
K04043	22.0
K04043	22.0
K04042	19.0
K04042	19.0
K00131	1.0
K00131	1.0
K05823	25.0
K05823	25.0
K00088	22.0
K00088	22.0
K01952	17.0
K01952	17.0
K01953	3.0
K01953	3.0
K01951	22.0
K01951	22.0
K15460	1.0
K15460	1.0
K03299	2.0
K03299	2.0
K00783	2.0
K00783	2.0
K00784	2.0
K00784	2.0
K07040	39.0
K07040	39.0
K07736	4.0
K07736	4.0
K07737	3.0
K07737	3.0
K00788	1.0
K00788	1.0
K00789	16.0
K00789	16.0
K03296	5.0
K03296	5.0
K00030	2.0
K00030	2.0
K03294	4.0
K03294	4.0
K03073	26.0
K03073	26.0
K03070	22.0
K03070	22.0
K03077	1.0
K03077	1.0
K03076	50.0
K03076	50.0
K03075	10.0
K03075	10.0
K01809	2.0
K01809	2.0
K01255	6.0
K01255	6.0
K02119	75.0
K02119	75.0
K01736	1.0
K01736	1.0
K02012	4.0
K02012	4.0
K07464	10.0
K07464	10.0
K07321	68.0
K07321	68.0
K03177	14.0
K03177	14.0
K05896	5.0
K05896	5.0
K05895	2.0
K05895	2.0
K02118	77.0
K02118	77.0
K07723	48.0
K07723	48.0
K06131	11.0
K06131	11.0
K01873	16.0
K01873	16.0
K00864	4.0
K00864	4.0
K00554	3.0
K00554	3.0
K09748	5.0
K09748	5.0
K01687	3.0
K01687	3.0
K12574	26.0
K12574	26.0
K00558	4.0
K00558	4.0
K01501	34.0
K01501	34.0
K02653	5.0
K02653	5.0
K01179	1.0
K01179	1.0
K16850	15.0
K16850	15.0
K01262	22.0
K01262	22.0
K06387	3.0
K06387	3.0
K07217	4.0
K07217	4.0
K06023	5.0
K06023	5.0
K00812	197.0
K00812	197.0
K03719	31.0
K03719	31.0
K00817	1.0
K00817	1.0
K00951	3.0
K00951	3.0
K00950	9.0
K00950	9.0
K00954	3.0
K00954	3.0
K07219	8.0
K07219	8.0
K02315	42.0
K02315	42.0
K03481	1.0
K03481	1.0
K08301	6.0
K08301	6.0
K08302	20.0
K08302	20.0
K08303	5.0
K08303	5.0
K03486	11.0
K03486	11.0
K08309	5.0
K08309	5.0
K06180	5.0
K06180	5.0
K05795	70.0
K05795	70.0
K05796	32.0
K05796	32.0
K06183	2.0
K06183	2.0
K05792	14.0
K05792	14.0
K06187	19.0
K06187	19.0
K01493	8.0
K01493	8.0
K02601	37.0
K02601	37.0
K02600	11.0
K02600	11.0
K07727	4.0
K07727	4.0
K05799	5.0
K05799	5.0
K01495	8.0
K01495	8.0
K03592	8.0
K03592	8.0
K02419	9.0
K02419	9.0
K01677	1.0
K01677	1.0
K02412	11.0
K02412	11.0
K03551	2.0
K03551	2.0
K02410	11.0
K02410	11.0
K02411	12.0
K02411	12.0
K02416	6.0
