KO_code	Transcripts
K03637	6.0
K17686	1.0
K03631	2.0
K03630	16.0
K00180	42.0
K02408	26.0
K03149	0.0
K03148	0.0
K03639	5.0
K03284	3.0
K06162	0.0
K06163	0.0
K10112	4.0
K06166	0.0
K06167	10.0
K02313	12.0
K06165	0.0
K06283	0.0
K03147	0.0
K06168	3.0
K00053	0.0
K06287	17.0
K08483	13.0
K00260	126.0
K00266	29.0
K01258	7.0
K01118	0.0
K05845	13.0
K05846	13.0
K05847	20.0
K04083	3.0
K06962	8.0
K03438	0.0
K01687	2.0
K01992	4.0
K01990	19.0
K02803	10.0
K11755	2.0
K04749	4.0
K01515	8.0
K01104	6.0
K11753	12.0
K02013	2.0
K05592	6.0
K00868	8.0
K02407	32.0
K07010	0.0
K02011	0.0
K00865	1.0
K13626	10.0
K01297	2.0
K02871	47.0
K01193	0.0
K05601	3.0
K02314	23.0
K07402	7.0
K01198	0.0
K14540	5.0
K14231	11.0
K11072	1.0
K00215	22.0
K01465	9.0
K01035	0.0
K01034	0.0
K04517	1.0
K01740	5.0
K06164	0.0
K02030	0.0
K02031	5.0
K02032	9.0
K02033	49.0
K02034	46.0
K02035	126.0
K02036	0.0
K02037	0.0
K01585	0.0
K16962	29.0
K16961	37.0
K00602	23.0
K07095	16.0
K00604	5.0
K00606	2.0
K07099	1.0
K07098	3.0
K01420	3.0
K07507	5.0
K00919	15.0
K01588	10.0
K01424	2.0
K01425	13.0
K07560	7.0
K10974	3.0
K07568	3.0
K13652	0.0
K07282	1.0
K04019	0.0
K03798	20.0
K11199	0.0
K11198	0.0
K14534	8.0
K07391	0.0
K07646	5.0
K03594	0.0
K03595	14.0
K03596	4.0
K03458	0.0
K03592	3.0
K02518	11.0
K03311	114.0
K02108	9.0
K02008	0.0
K03980	4.0
K11175	3.0
K01734	15.0
K06518	1.0
K02503	42.0
K01733	0.0
K01639	1.0
K15023	53.0
K01921	0.0
K03665	14.0
K01633	10.0
K01926	31.0
K01738	6.0
K15024	26.0
K07024	11.0
K07025	6.0
K07027	3.0
K03856	4.0
K00043	6.0
K00042	0.0
K07029	10.0
K07124	1.0
K03521	120.0
K02422	27.0
K03523	0.0
K02420	13.0
K06412	65.0
K06941	2.0
K03527	3.0
K03526	1.0
K03529	3.0
K03711	27.0
K06949	6.0
K07141	1.0
K02886	24.0
K03778	68.0
K02881	19.0
K09775	6.0
K07461	0.0
K09761	5.0
K02358	94.0
K01814	1.0
K05808	23.0
K01811	1.0
K02217	39.0
K02405	5.0
K06042	3.0
K02355	26.0
K02340	1.0
K02357	15.0
K02356	39.0
K13275	0.0
K00134	98.0
K04043	19.0
K04042	18.0
K00131	1.0
K01956	4.0
K02799	1.0
K01955	6.0
K01952	9.0
K01953	1.0
K01951	27.0
K03299	0.0
K00783	7.0
K00784	4.0
K07736	4.0
K07737	3.0
K00788	0.0
K00789	21.0
K03296	2.0
K00030	9.0
K03294	2.0
K03073	32.0
K03070	19.0
K03077	0.0
K03076	12.0
K03075	30.0
K00532	15.0
K01255	6.0
K07321	28.0
K03177	4.0
K06442	4.0
K05896	3.0
K05895	3.0
K06131	4.0
K03488	4.0
K01625	0.0
K00554	3.0
K01872	14.0
K12574	28.0
K00949	13.0
K00558	4.0
K12573	5.0
K01838	2.0
K01012	1.0
K01179	0.0
K01876	13.0
K07217	0.0
K01879	17.0
K00812	73.0
K03699	10.0
K00817	0.0
K00951	7.0
K00950	12.0
K03500	0.0
K00954	2.0
K07219	9.0
K02315	6.0
K08301	5.0
K08302	1.0
K08303	6.0
K09747	7.0
K08309	2.0
K01552	0.0
K05795	47.0
K05796	29.0
K06183	2.0
K05792	16.0
K06187	20.0
K01493	14.0
K02601	23.0
K02600	8.0
K05799	1.0
K01495	19.0
K04027	0.0
K02419	23.0
K01677	2.0
K02412	27.0
K03551	1.0
K02410	19.0
K02411	19.0
K02416	5.0
K02417	13.0
K10440	1.0
K10441	1.0
K11068	13.0
K01778	3.0
K01779	6.0
K02782	4.0
K02783	7.0
K01770	3.0
K02781	1.0
K01776	3.0
K01777	89.0
K01775	36.0
K07106	0.0
K07105	11.0
K07456	2.0
K02237	0.0
K16950	0.0
K16951	0.0
K02892	29.0
K02890	27.0
K02777	4.0
K10439	3.0
K02774	31.0
K02773	3.0
K14155	2.0
K03629	3.0
K02770	67.0
K07699	55.0
K06927	11.0
K02071	1.0
K02072	3.0
K02073	2.0
K02526	0.0
K02398	29.0
K02520	47.0
K02112	19.0
K03305	9.0
K02397	31.0
K02396	24.0
K02390	23.0
K02528	5.0
K02392	18.0
K00942	6.0
K06925	5.0
K01916	16.0
K01915	6.0
K01918	1.0
K05919	32.0
K03429	4.0
K06180	6.0
K03783	7.0
K05934	3.0
K00077	3.0
K00074	5.0
K00075	6.0
K03789	9.0
K01295	0.0
K03584	6.0
K00177	116.0
K00176	108.0
K00175	129.0
K00864	5.0
K03411	5.0
K03410	3.0
K03413	6.0
K03412	8.0
K02557	24.0
K02556	25.0
K07079	1.0
K07171	24.0
K00375	0.0
K02809	0.0
K02808	0.0
K03826	1.0
K03827	7.0
K01358	37.0
K00194	30.0
K00197	35.0
K00196	43.0
K03608	27.0
K03609	37.0
K07052	1.0
K06391	0.0
K00198	100.0
K06173	6.0
K02790	4.0
K02564	5.0
K06178	1.0
K06223	0.0
K07584	39.0
K15555	3.0
K15554	2.0
K15553	26.0
K09710	18.0
K09711	8.0
K13653	8.0
K02970	81.0
K01989	13.0
K03735	0.0
K03736	0.0
K03737	58.0
K03800	13.0
K04078	10.0
K04079	13.0
K04077	11.0
K00104	0.0
K04075	10.0
K04072	6.0
K03739	6.0
K00854	0.0
K12410	10.0
K00850	4.0
K00852	1.0
K04758	27.0
K04757	7.0
K00997	12.0
K01501	36.0
K00859	3.0
K06382	0.0
K06383	0.0
